epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,33.8529,2.7163,2.83808,3.33453,0.12223,0,0,0,0,0,0,0,0,0.000642857,0.000642857,0.000642857
2,48.1965,2.1847,2.00967,2.53706,0.08259,0,0,0,0,0,0,0,0,0.00129017,0.00129017,0.00129017
3,61.8937,2.08043,1.88997,2.3786,0.07057,0,0,0,0,0,0,0,0,0.00191779,0.00191779,0.00191779
4,75.6937,2.06004,1.86736,2.34047,0.07075,0,0,0,0,0,0,0,0,0.00191134,0.00191134,0.00191134
5,89.6249,1.95762,1.87569,2.22609,0.06046,0,0,0,0,0,0,0,0,0.00188179,0.00188179,0.00188179
6,103.677,1.96812,1.81375,2.17743,0.06757,0,0,0,0,0,0,0,0,0.00185224,0.00185224,0.00185224
7,117.797,1.89585,1.77589,2.1247,0.05571,0,0,0,0,0,0,0,0,0.00182269,0.00182269,0.00182269
8,132.118,1.91833,1.75949,2.0993,0.05298,0,0,0,0,0,0,0,0,0.00179313,0.00179313,0.00179313
9,146.587,1.8534,1.76025,2.09501,0.05582,0,0,0,0,0,0,0,0,0.00176358,0.00176358,0.00176358
10,161.175,1.85773,1.6841,2.05868,0.05441,0,0,0,0,0,0,0,0,0.00173403,0.00173403,0.00173403
11,175.892,1.78868,1.66978,1.96561,0.05082,0,0,0,0,0,0,0,0,0.00170448,0.00170448,0.00170448
12,190.636,1.82047,1.66566,2.03824,0.0468,0,0,0,0,0,0,0,0,0.00167493,0.00167493,0.00167493
13,205.559,1.78433,1.67023,1.9887,0.04716,0,0,0,0,0,0,0,0,0.00164537,0.00164537,0.00164537
14,220.56,1.75827,1.64241,1.94895,0.04954,0,0,0,0,0,0,0,0,0.00161582,0.00161582,0.00161582
15,235.576,1.74256,1.59684,1.94085,0.05015,0,0,0,0,0,0,0,0,0.00158627,0.00158627,0.00158627
16,250.641,1.67061,1.54446,1.92269,0.04081,0,0,0,0,0,0,0,0,0.00155672,0.00155672,0.00155672
17,265.818,1.6841,1.54331,1.93252,0.04186,0,0,0,0,0,0,0,0,0.00152716,0.00152716,0.00152716
18,281.116,1.72734,1.64251,1.97823,0.04885,0,0,0,0,0,0,0,0,0.00149761,0.00149761,0.00149761
19,296.505,1.69963,1.56229,1.92443,0.047,0,0,0,0,0,0,0,0,0.00146806,0.00146806,0.00146806
20,311.923,1.65202,1.54115,1.90654,0.04473,0,0,0,0,0,0,0,0,0.00143851,0.00143851,0.00143851
