epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,10.0889,2.70192,3.15379,3.43165,0.12188,0,0,0,0,0,0,0,0,0.000641026,0.000641026,0.000641026
2,19.7702,2.12661,1.89222,2.37023,0.07094,0,0,0,0,0,0,0,0,0.00128372,0.00128372,0.00128372
3,29.4258,1.96714,1.7991,2.07655,0.06057,0,0,0,0,0,0,0,0,0.00190197,0.00190197,0.00190197
4,39.0797,1.89819,1.72851,2.01761,0.0599,0,0,0,0,0,0,0,0,0.00189,0.00189,0.00189
5,48.7509,1.88118,1.73452,1.97049,0.05775,0,0,0,0,0,0,0,0,0.00185333,0.00185333,0.00185333
6,58.6389,1.80842,1.65575,1.91926,0.05057,0,0,0,0,0,0,0,0,0.00181667,0.00181667,0.00181667
7,68.5734,1.82437,1.67626,1.91021,0.0544,0,0,0,0,0,0,0,0,0.00178,0.00178,0.00178
8,77.8592,1.73639,1.59865,1.84224,0.04791,0,0,0,0,0,0,0,0,0.00174333,0.00174333,0.00174333
9,87.3978,1.70994,1.53583,1.79773,0.0442,0,0,0,0,0,0,0,0,0.00170667,0.00170667,0.00170667
10,96.7698,1.69362,1.56396,1.79543,0.04164,0,0,0,0,0,0,0,0,0.00167,0.00167,0.00167
11,106.526,1.65709,1.51164,1.77196,0.0393,0,0,0,0,0,0,0,0,0.00163333,0.00163333,0.00163333
12,116.244,1.67321,1.51259,1.77759,0.04332,0,0,0,0,0,0,0,0,0.00159667,0.00159667,0.00159667
13,125.882,1.62369,1.47371,1.75642,0.04107,0,0,0,0,0,0,0,0,0.00156,0.00156,0.00156
14,135.502,1.61114,1.41036,1.73038,0.03765,0,0,0,0,0,0,0,0,0.00152333,0.00152333,0.00152333
15,145.155,1.60594,1.43084,1.71581,0.04069,0,0,0,0,0,0,0,0,0.00148667,0.00148667,0.00148667
16,154.987,1.6136,1.41988,1.70649,0.03976,0,0,0,0,0,0,0,0,0.00145,0.00145,0.00145
17,164.796,1.60209,1.42216,1.71635,0.04116,0,0,0,0,0,0,0,0,0.00141333,0.00141333,0.00141333
18,174.49,1.56739,1.39905,1.68438,0.03801,0,0,0,0,0,0,0,0,0.00137667,0.00137667,0.00137667
19,184.355,1.58188,1.37829,1.71187,0.0374,0,0,0,0,0,0,0,0,0.00134,0.00134,0.00134
20,194.248,1.55141,1.33552,1.66833,0.03441,0,0,0,0,0,0,0,0,0.00130333,0.00130333,0.00130333
21,203.766,1.54637,1.36514,1.66623,0.03889,0,0,0,0,0,0,0,0,0.00126667,0.00126667,0.00126667
22,213.339,1.49749,1.27133,1.61444,0.03174,0,0,0,0,0,0,0,0,0.00123,0.00123,0.00123
23,223.041,1.52208,1.31192,1.64423,0.0416,0,0,0,0,0,0,0,0,0.00119333,0.00119333,0.00119333
24,232.733,1.47705,1.2762,1.60991,0.03743,0,0,0,0,0,0,0,0,0.00115667,0.00115667,0.00115667
25,242.516,1.4734,1.24956,1.60676,0.03466,0,0,0,0,0,0,0,0,0.00112,0.00112,0.00112
26,252.396,1.45892,1.26711,1.61127,0.03303,0,0,0,0,0,0,0,0,0.00108333,0.00108333,0.00108333
27,261.908,1.43821,1.21701,1.57125,0.02971,0,0,0,0,0,0,0,0,0.00104667,0.00104667,0.00104667
28,271.65,1.43683,1.20026,1.59387,0.03295,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
29,281.372,1.43474,1.21966,1.57011,0.03225,0,0,0,0,0,0,0,0,0.000973333,0.000973333,0.000973333
30,290.873,1.41772,1.17923,1.57025,0.03309,0,0,0,0,0,0,0,0,0.000936667,0.000936667,0.000936667
31,300.716,1.38802,1.15116,1.53858,0.03011,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009
32,310.682,1.38251,1.16184,1.54168,0.03131,0,0,0,0,0,0,0,0,0.000863333,0.000863333,0.000863333
33,320.697,1.41889,1.17457,1.56598,0.03289,0,0,0,0,0,0,0,0,0.000826667,0.000826667,0.000826667
34,330.099,1.36869,1.12798,1.54641,0.03173,0,0,0,0,0,0,0,0,0.00079,0.00079,0.00079
35,340.141,1.3678,1.1264,1.52591,0.02992,0,0,0,0,0,0,0,0,0.000753333,0.000753333,0.000753333
36,349.617,1.36531,1.11615,1.51925,0.02982,0,0,0,0,0,0,0,0,0.000716667,0.000716667,0.000716667
37,359.313,1.35882,1.10851,1.52798,0.02809,0,0,0,0,0,0,0,0,0.00068,0.00068,0.00068
38,368.72,1.32701,1.09903,1.51057,0.03067,0,0,0,0,0,0,0,0,0.000643333,0.000643333,0.000643333
