epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,10.5202,2.73934,3.21767,3.41572,0.12327,0,0,0,0,0,0,0,0,0.000641026,0.000641026,0.000641026
2,20.4121,2.15668,1.94196,2.33808,0.08072,0,0,0,0,0,0,0,0,0.00128372,0.00128372,0.00128372
3,29.7873,1.96372,1.80124,2.12323,0.06219,0,0,0,0,0,0,0,0,0.00190197,0.00190197,0.00190197
4,39.2049,1.95827,1.79025,1.97903,0.0654,0,0,0,0,0,0,0,0,0.00189,0.00189,0.00189
5,49.0067,1.86484,1.74525,1.90946,0.05649,0,0,0,0,0,0,0,0,0.00185333,0.00185333,0.00185333
6,58.9305,1.8225,1.68133,1.89891,0.05618,0,0,0,0,0,0,0,0,0.00181667,0.00181667,0.00181667
7,68.1283,1.76799,1.6108,1.85007,0.04808,0,0,0,0,0,0,0,0,0.00178,0.00178,0.00178
8,77.7426,1.75444,1.5717,1.82672,0.04661,0,0,0,0,0,0,0,0,0.00174333,0.00174333,0.00174333
9,87.6552,1.70831,1.57702,1.81308,0.04783,0,0,0,0,0,0,0,0,0.00170667,0.00170667,0.00170667
10,97.64,1.69287,1.51305,1.80286,0.04425,0,0,0,0,0,0,0,0,0.00167,0.00167,0.00167
11,107.184,1.65931,1.52295,1.76651,0.04366,0,0,0,0,0,0,0,0,0.00163333,0.00163333,0.00163333
12,116.698,1.6568,1.5074,1.75749,0.03984,0,0,0,0,0,0,0,0,0.00159667,0.00159667,0.00159667
13,126.384,1.61778,1.45571,1.74268,0.03972,0,0,0,0,0,0,0,0,0.00156,0.00156,0.00156
14,135.911,1.6123,1.42297,1.7147,0.0384,0,0,0,0,0,0,0,0,0.00152333,0.00152333,0.00152333
15,145.62,1.60309,1.41785,1.72249,0.03735,0,0,0,0,0,0,0,0,0.00148667,0.00148667,0.00148667
16,155.15,1.59454,1.41662,1.72679,0.04003,0,0,0,0,0,0,0,0,0.00145,0.00145,0.00145
17,165.217,1.55475,1.37841,1.70616,0.0366,0,0,0,0,0,0,0,0,0.00141333,0.00141333,0.00141333
18,174.52,1.59721,1.4044,1.70601,0.04026,0,0,0,0,0,0,0,0,0.00137667,0.00137667,0.00137667
19,184.195,1.55772,1.35014,1.67279,0.03636,0,0,0,0,0,0,0,0,0.00134,0.00134,0.00134
20,193.8,1.55176,1.35675,1.67738,0.03767,0,0,0,0,0,0,0,0,0.00130333,0.00130333,0.00130333
21,203.094,1.49529,1.29413,1.64769,0.03551,0,0,0,0,0,0,0,0,0.00126667,0.00126667,0.00126667
22,212.895,1.51067,1.3001,1.66036,0.03587,0,0,0,0,0,0,0,0,0.00123,0.00123,0.00123
23,222.437,1.51116,1.29062,1.64506,0.0346,0,0,0,0,0,0,0,0,0.00119333,0.00119333,0.00119333
24,232.177,1.49813,1.29672,1.62666,0.03485,0,0,0,0,0,0,0,0,0.00115667,0.00115667,0.00115667
25,241.814,1.44735,1.21903,1.60145,0.03152,0,0,0,0,0,0,0,0,0.00112,0.00112,0.00112
26,251.472,1.46604,1.20919,1.60779,0.03277,0,0,0,0,0,0,0,0,0.00108333,0.00108333,0.00108333
27,260.956,1.43478,1.19662,1.58008,0.0317,0,0,0,0,0,0,0,0,0.00104667,0.00104667,0.00104667
28,270.605,1.44718,1.23701,1.59829,0.03191,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
29,280.387,1.41513,1.1871,1.57563,0.03216,0,0,0,0,0,0,0,0,0.000973333,0.000973333,0.000973333
30,290.132,1.40653,1.20458,1.58186,0.03036,0,0,0,0,0,0,0,0,0.000936667,0.000936667,0.000936667
31,299.941,1.41428,1.17434,1.56861,0.03232,0,0,0,0,0,0,0,0,0.0009,0.0009,0.0009
32,309.481,1.36994,1.15676,1.55037,0.02983,0,0,0,0,0,0,0,0,0.000863333,0.000863333,0.000863333
33,319.375,1.38192,1.14564,1.55257,0.03118,0,0,0,0,0,0,0,0,0.000826667,0.000826667,0.000826667
34,328.804,1.37977,1.15107,1.56337,0.03199,0,0,0,0,0,0,0,0,0.00079,0.00079,0.00079
35,338.079,1.34831,1.10499,1.53885,0.0319,0,0,0,0,0,0,0,0,0.000753333,0.000753333,0.000753333
36,347.676,1.37065,1.12132,1.55217,0.03021,0,0,0,0,0,0,0,0,0.000716667,0.000716667,0.000716667
37,357.599,1.34284,1.09983,1.52732,0.03089,0,0,0,0,0,0,0,0,0.00068,0.00068,0.00068
38,367.377,1.34009,1.10665,1.52375,0.02977,0,0,0,0,0,0,0,0,0.000643333,0.000643333,0.000643333
39,377.382,1.32721,1.08108,1.51858,0.03249,0,0,0,0,0,0,0,0,0.000606667,0.000606667,0.000606667
40,386.953,1.32567,1.09055,1.5165,0.0284,0,0,0,0,0,0,0,0,0.00057,0.00057,0.00057
41,396.323,1.30817,1.05867,1.49414,0.03026,0,0,0,0,0,0,0,0,0.000533333,0.000533333,0.000533333
42,405.958,1.30778,1.06058,1.49618,0.02797,0,0,0,0,0,0,0,0,0.000496667,0.000496667,0.000496667
43,415.43,1.26565,1.00992,1.45935,0.02512,0,0,0,0,0,0,0,0,0.00046,0.00046,0.00046
44,424.958,1.27084,1.01988,1.4708,0.02768,0,0,0,0,0,0,0,0,0.000423333,0.000423333,0.000423333
45,433.946,1.1951,0.96364,1.45524,0.0105,0,0,0,0,0,0,0,0,0.000386667,0.000386667,0.000386667
46,441.731,1.16072,0.92159,1.41315,0.00999,0,0,0,0,0,0,0,0,0.00035,0.00035,0.00035
47,448.868,1.14901,0.89793,1.43967,0.00974,0,0,0,0,0,0,0,0,0.000313333,0.000313333,0.000313333
