epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,17.0705,2.61879,2.78592,3.5999,0.09763,0,0,0,0,0,0,0,0,0.000642857,0.000642857,0.000642857
2,33.6848,2.19289,1.90675,2.56509,0.07051,0,0,0,0,0,0,0,0,0.00129017,0.00129017,0.00129017
3,50.2061,2.13395,1.89242,2.4223,0.06297,0,0,0,0,0,0,0,0,0.00191779,0.00191779,0.00191779
4,66.2974,2.05042,1.8775,2.3528,0.06808,0,0,0,0,0,0,0,0,0.00191134,0.00191134,0.00191134
5,82.1298,2.01158,1.88735,2.24674,0.06626,0,0,0,0,0,0,0,0,0.00188179,0.00188179,0.00188179
6,97.9621,1.95243,1.81582,2.17976,0.06058,0,0,0,0,0,0,0,0,0.00185224,0.00185224,0.00185224
7,113.955,1.97927,1.83109,2.19259,0.05939,0,0,0,0,0,0,0,0,0.00182269,0.00182269,0.00182269
8,130.051,1.87957,1.75381,2.10651,0.05693,0,0,0,0,0,0,0,0,0.00179313,0.00179313,0.00179313
9,146.177,1.93372,1.8438,2.11462,0.06336,0,0,0,0,0,0,0,0,0.00176358,0.00176358,0.00176358
10,162.057,1.87218,1.74905,2.0619,0.05953,0,0,0,0,0,0,0,0,0.00173403,0.00173403,0.00173403
11,177.957,1.83677,1.73229,2.04587,0.05216,0,0,0,0,0,0,0,0,0.00170448,0.00170448,0.00170448
12,193.967,1.85168,1.73799,2.03309,0.04972,0,0,0,0,0,0,0,0,0.00167493,0.00167493,0.00167493
13,210.043,1.81882,1.69121,2.02967,0.05066,0,0,0,0,0,0,0,0,0.00164537,0.00164537,0.00164537
14,225.981,1.7517,1.62175,1.995,0.04859,0,0,0,0,0,0,0,0,0.00161582,0.00161582,0.00161582
15,241.895,1.76686,1.61143,1.98918,0.05016,0,0,0,0,0,0,0,0,0.00158627,0.00158627,0.00158627
16,257.851,1.76012,1.62295,1.98089,0.04803,0,0,0,0,0,0,0,0,0.00155672,0.00155672,0.00155672
17,273.895,1.79932,1.66753,2.00461,0.05098,0,0,0,0,0,0,0,0,0.00152716,0.00152716,0.00152716
18,289.924,1.69629,1.5641,1.93949,0.04777,0,0,0,0,0,0,0,0,0.00149761,0.00149761,0.00149761
19,305.908,1.73923,1.58754,1.99516,0.04644,0,0,0,0,0,0,0,0,0.00146806,0.00146806,0.00146806
20,321.867,1.65893,1.50837,1.88886,0.04146,0,0,0,0,0,0,0,0,0.00143851,0.00143851,0.00143851
21,337.846,1.6815,1.51996,1.91936,0.04491,0,0,0,0,0,0,0,0,0.00140896,0.00140896,0.00140896
22,353.891,1.68268,1.54412,1.92221,0.04325,0,0,0,0,0,0,0,0,0.0013794,0.0013794,0.0013794
23,369.958,1.65925,1.5036,1.88948,0.0431,0,0,0,0,0,0,0,0,0.00134985,0.00134985,0.00134985
24,385.94,1.62177,1.44669,1.86977,0.03818,0,0,0,0,0,0,0,0,0.0013203,0.0013203,0.0013203
25,401.808,1.61685,1.48746,1.89087,0.0417,0,0,0,0,0,0,0,0,0.00129075,0.00129075,0.00129075
26,417.779,1.6437,1.44858,1.92076,0.04287,0,0,0,0,0,0,0,0,0.00126119,0.00126119,0.00126119
27,433.786,1.61102,1.43872,1.83506,0.04004,0,0,0,0,0,0,0,0,0.00123164,0.00123164,0.00123164
28,449.773,1.62342,1.49468,1.89199,0.04942,0,0,0,0,0,0,0,0,0.00120209,0.00120209,0.00120209
29,465.743,1.64378,1.42475,1.89121,0.04507,0,0,0,0,0,0,0,0,0.00117254,0.00117254,0.00117254
30,481.671,1.56484,1.38695,1.83599,0.03887,0,0,0,0,0,0,0,0,0.00114299,0.00114299,0.00114299
31,497.605,1.52826,1.35499,1.81937,0.03762,0,0,0,0,0,0,0,0,0.00111343,0.00111343,0.00111343
32,513.607,1.55426,1.33761,1.79512,0.03665,0,0,0,0,0,0,0,0,0.00108388,0.00108388,0.00108388
33,529.62,1.54257,1.32716,1.77779,0.04244,0,0,0,0,0,0,0,0,0.00105433,0.00105433,0.00105433
34,545.635,1.56293,1.34135,1.81323,0.03763,0,0,0,0,0,0,0,0,0.00102478,0.00102478,0.00102478
35,561.562,1.52561,1.35828,1.81511,0.03682,0,0,0,0,0,0,0,0,0.000995224,0.000995224,0.000995224
36,577.483,1.49136,1.26592,1.77517,0.03604,0,0,0,0,0,0,0,0,0.000965672,0.000965672,0.000965672
37,593.341,1.51448,1.30734,1.77782,0.03651,0,0,0,0,0,0,0,0,0.000936119,0.000936119,0.000936119
38,609.324,1.50136,1.31447,1.77493,0.03923,0,0,0,0,0,0,0,0,0.000906567,0.000906567,0.000906567
39,625.268,1.43021,1.20804,1.71818,0.03384,0,0,0,0,0,0,0,0,0.000877015,0.000877015,0.000877015
40,641.304,1.41801,1.20393,1.6989,0.03464,0,0,0,0,0,0,0,0,0.000847463,0.000847463,0.000847463
41,657.277,1.43686,1.20357,1.73345,0.0351,0,0,0,0,0,0,0,0,0.00081791,0.00081791,0.00081791
42,673.202,1.44866,1.2263,1.73407,0.03918,0,0,0,0,0,0,0,0,0.000788358,0.000788358,0.000788358
43,689.088,1.44711,1.21666,1.73239,0.03957,0,0,0,0,0,0,0,0,0.000758806,0.000758806,0.000758806
44,704.895,1.40477,1.19245,1.68934,0.03298,0,0,0,0,0,0,0,0,0.000729254,0.000729254,0.000729254
