epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2
1,20.3224,1.2781,1.55479,3.36805,0.0215,0,0,0,0,0,0,0,0,0.000641026,0.000641026,0.000641026
2,37.8191,1.17079,0.92293,2.10794,0.01854,0,0,0,0,0,0,0,0,0.00128372,0.00128372,0.00128372
3,56.0528,1.09558,0.86046,1.87779,0.01429,0,0,0,0,0,0,0,0,0.00190197,0.00190197,0.00190197
4,73.8739,1.13362,0.88672,1.78343,0.01884,0,0,0,0,0,0,0,0,0.00189,0.00189,0.00189
5,91.8754,1.03905,0.80305,1.7057,0.01457,0,0,0,0,0,0,0,0,0.00185333,0.00185333,0.00185333
6,109.981,1.02423,0.78614,1.57637,0.01632,0,0,0,0,0,0,0,0,0.00181667,0.00181667,0.00181667
7,127.661,1.01585,0.77894,1.54292,0.0169,0,0,0,0,0,0,0,0,0.00178,0.00178,0.00178
8,145.427,0.97796,0.75121,1.45047,0.01564,0,0,0,0,0,0,0,0,0.00174333,0.00174333,0.00174333
9,163.379,0.94954,0.73171,1.43659,0.01536,0,0,0,0,0,0,0,0,0.00170667,0.00170667,0.00170667
10,181.09,0.91833,0.71124,1.37947,0.01481,0,0,0,0,0,0,0,0,0.00167,0.00167,0.00167
11,199.437,0.90382,0.71087,1.34531,0.01517,0,0,0,0,0,0,0,0,0.00163333,0.00163333,0.00163333
12,217.489,0.90567,0.69096,1.3279,0.01372,0,0,0,0,0,0,0,0,0.00159667,0.00159667,0.00159667
13,235.429,0.90758,0.69119,1.29731,0.01301,0,0,0,0,0,0,0,0,0.00156,0.00156,0.00156
14,253.314,0.90392,0.67971,1.28274,0.0135,0,0,0,0,0,0,0,0,0.00152333,0.00152333,0.00152333
15,271.422,0.83448,0.6452,1.26618,0.01298,0,0,0,0,0,0,0,0,0.00148667,0.00148667,0.00148667
16,289.054,0.8427,0.63849,1.24876,0.01294,0,0,0,0,0,0,0,0,0.00145,0.00145,0.00145
17,306.96,0.81462,0.63502,1.21289,0.01117,0,0,0,0,0,0,0,0,0.00141333,0.00141333,0.00141333
18,325.132,0.85144,0.64277,1.22086,0.01335,0,0,0,0,0,0,0,0,0.00137667,0.00137667,0.00137667
19,342.97,0.81089,0.60636,1.21239,0.01156,0,0,0,0,0,0,0,0,0.00134,0.00134,0.00134
20,361.034,0.79658,0.58979,1.18517,0.01187,0,0,0,0,0,0,0,0,0.00130333,0.00130333,0.00130333
21,379.086,0.78383,0.591,1.19078,0.01169,0,0,0,0,0,0,0,0,0.00126667,0.00126667,0.00126667
22,396.591,0.78963,0.5941,1.17865,0.0119,0,0,0,0,0,0,0,0,0.00123,0.00123,0.00123
23,414.828,0.77998,0.57489,1.1585,0.01093,0,0,0,0,0,0,0,0,0.00119333,0.00119333,0.00119333
24,432.613,0.78728,0.58614,1.16966,0.01212,0,0,0,0,0,0,0,0,0.00115667,0.00115667,0.00115667
25,450.13,0.77619,0.55972,1.16139,0.01065,0,0,0,0,0,0,0,0,0.00112,0.00112,0.00112
26,468.117,0.76547,0.5608,1.16849,0.01029,0,0,0,0,0,0,0,0,0.00108333,0.00108333,0.00108333
27,485.733,0.74106,0.5513,1.12495,0.0098,0,0,0,0,0,0,0,0,0.00104667,0.00104667,0.00104667
28,503.453,0.75409,0.56012,1.14103,0.01057,0,0,0,0,0,0,0,0,0.00101,0.00101,0.00101
29,521.455,0.7501,0.55041,1.14202,0.01141,0,0,0,0,0,0,0,0,0.000973333,0.000973333,0.000973333
30,539.564,0.74133,0.55268,1.1417,0.01058,0,0,0,0,0,0,0,0,0.000936667,0.000936667,0.000936667
